Name,Country,Region,Winery,Rating,Price,Year
Chardonnay 2016,New Zealand,Marlborough,Greywacke,3.8,29.5,2016
Bell-Ringer Albariño 2015,New Zealand,Gisborne,Coopers Creek,3.7,12.5,2015
Eylo Rueda 2017,Spain,Castilla y León,Val de Vid,3.5,6.23,2017
Collio Friulano 2018,Italy,Collio,Schiopetto,3.9,17.9,2018
Riesling 2018,Germany,Rheinhessen,Schätzel,3.6,12.1,2018
Vieilles Vignes Chablis 2013,France,Chablis,Roland Lavantureux,3.9,52.0,2013
Vigna Runc Friulano 2016,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,14.73,2016
Les Cépages Sauvignon Blanc 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.1,7.75,2018
Grillo 2018,Italy,Terre Siciliane,Poggio Graffetta,4.0,9.5,2018
Condrieu 2017,France,Condrieu,Tardieu-Laurent,3.8,47.2,2017
Gianni Masciarelli Trebbiano d'Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Masciarelli,3.7,7.66,2018
Castello della Sala Conte della Vipera 2019,Italy,Umbria,Antinori,4.1,20.85,2019
Viré-Clessé 2015,France,Viré-Clessé,Chanson,3.8,18.08,2015
Danger 380 Volts 2019,Czech Republic,Morava,Milan Nestarec,4.1,21.9,2019
Maximin Grünhäuser Herrenberg Riesling Kabinett 2018,Germany,Mosel,Maximin Grünhaus,4.1,15.5,2018
Trebes Ribolla Gialla 2017,Italy,Collio,Attems,3.9,18.42,2017
Gewürztraminer 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),3.9,13.54,2019
Nicole Vineyard Viognier Réserve 2019,France,Pays d'Oc,Paul Mas,3.7,8.32,2019
Wallufer Walkenberg Riesling Spätlese Trocken 1998,Germany,Rheingau,J.B. Becker,4.1,25.0,1998
Rosengarten Rüdesheim Monopole GG 2016,Germany,Rheingau,Leitz,4.1,38.99,2016
Langhe Chardonnay 2017,Italy,Langhe,Enzo Boglietti,3.8,15.5,2017
Lahn Sauvignon 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.9,11.54,2019
Sistina Pecorino Terre di Chieti 2019,Italy,Terre di Chieti,Citra,3.7,6.73,2019
ST23 Weissburgunder Trocken 2016,Germany,Mosel,Weinhaus Gebruder Steffen,3.4,5.63,2016
Weissburgunder Trocken 2017,Germany,Nahe,Dönnhoff,3.6,11.9,2017
Wiener Grüner Veltliner 2017,Austria,Wien,Wieninger,3.3,13.69,2017
Chablis 1er Cru 'Vau Ligneau' 2018,France,Chablis 1er Cru 'Vau Ligneau',Alain Geoffroy,3.6,24.18,2018
Blandine Le Blanc 2018,France,Côtes de Gascogne,Château du Cèdre,3.6,5.9,2018
Chardonnay 2018,Australia,South Australia,Oxford Landing,3.1,8.78,2018
Volz Riesling 2016,Germany,Wiltingen,Van Volxem,4.3,31.19,2016
Cavanera Ripa di Scorciavacca Etna Bianco 2017,Italy,Etna,Firriato,3.8,19.99,2017
Kirchspiel Riesling GG 2017,Germany,Rheinhessen,Wittmann,4.2,51.8,2017
Eight Rows Sauvignon Blanc 2019,South Africa,Durbanville,Diemersdal,4.0,18.5,2019
The Wine Collection Sauvignon 2016,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.7,142.01,2016
Petit Chablis 2017,France,Petit Chablis,Château de Chemilly,4.0,13.9,2017
Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006,Germany,Mosel,Markus Molitor,4.6,95.55,2006
Vom Stein Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Castelfeder,3.6,9.25,2018
Wolfer Sonnenlay Riesling Kabinett 2017,Germany,Mosel,Weiser-Künstler,3.9,13.9,2017
Tradition Grüner Veltliner 2017,Austria,Weinviertel,Dürnberg,3.8,11.5,2017
Scheurebe Trocken 2018,Germany,Pfalz,Weingut Weegmüller,3.7,8.4,2018
Circle of Life White 2016,South Africa,Stellenbosch,Waterkloof,4.0,16.9,2016
Les Vieilles Vignes Chablis 2017,France,Chablis,Pascal Bouchard,4.1,23.5,2017
Trittenheimer Apotheke Riesling Kabinett 2017,Germany,Mosel,Ansgar Clüsserath,4.0,14.26,2017
Verdejo 2019,Spain,Rueda,Val de Vid,3.6,9.65,2019
Riesling Berg Roseneck Kabinett Trocken 2012,Germany,Rheingau,Künstler,4.0,17.29,2012
Chardonnay 2018,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.5,6.9,2018
Extra Blanc 2018,France,Languedoc-Roussillon,Gérard Bertrand,3.4,10.68,2018
Viognier 2016,Germany,Pfalz,Oliver Zeter,3.9,16.58,2016
Kranachberg Sauvignon Blanc 2016,Austria,Südsteiermark,Sattlerhof,4.1,41.58,2016
Als Wär's ein Stück Von Mir 2015,Germany,Rheinhessen,Weingut Gunderloch,3.6,11.4,2015
Chardonnay 2017,United States,California,Stone Barn,3.8,7.6,2017
Collezione Lugana 2018,Italy,Lugana,Bertani,3.4,11.63,2018
Loibner Grüner Veltliner Smaragd Vinothekfüllung 2018,Austria,Wachau,Weingut Knoll,4.2,45.0,2018
Lenz Riesling 2017,Germany,Nahe,Emrich-Schönleber,4.0,12.0,2017
Scharzhofberger P Riesling 2015,Germany,Wiltingen,Van Volxem,4.1,44.95,2015
Iphöfer Kronsberg Scheurebe Alte Reben 2017,Germany,Franken,Hans Wirsching,4.2,20.89,2017
Vom Schiefer Riesling Trocken 2018,Germany,Mosel,Ansgar Clüsserath,3.7,9.26,2018
Piesporter Goldtröpfchen Riesling Feinherb 2016,Germany,Mosel,Ansgar Clüsserath,3.9,15.4,2016
Sulz Morillon 2013,Austria,Südsteiermark,Tement,4.0,34.73,2013
Custoza 2018,Italy,Bianco di Custoza,Menegotti,3.6,7.25,2018
Petit Salé de Villeneuve 2019,France,Provence,Château de Roquefort,3.7,12.9,2019
Schweigen Chardonnay 2017,Germany,Pfalz,Friedrich Becker,4.1,23.06,2017
Private Selection Vinhas Velhas Branco 2016,Portugal,Alentejo,Paulo Laureano,4.0,13.65,2016
Heugumber 2016,Germany,Baden,Ziereisen,3.4,5.5,2016
L'Elfo Pinot Grigio 2019,Italy,Veneto,Sacchetto,3.7,6.19,2019
Inzolia - Chardonnay 2018,Italy,Terre Siciliane,Roccaperciata,3.4,5.68,2018
Gorges 2015,France,Muscadet-Sevre et Maine,Pépière,3.9,17.06,2015
Juffer Riesling Trocken GG 2018,Germany,Mosel,Fritz Haag,3.9,23.9,2018
Zeltinger Sonnenuhr Riesling Auslese*** 2003,Germany,Mosel,Markus Molitor,4.1,49.99,2003
Steirische Klassik Sauvignon Blanc 2014,Austria,Südsteiermark,Gross,3.7,19.39,2014
Varietal Chardonnay 2019,Chile,Central Valley,Santa Helena,3.1,4.89,2019
Sauvignon Blanc 2018,Argentina,Mendoza,Mariflor,4.3,22.42,2018
Chardonnay Toscana Collezione Privata 2018,Italy,Toscana,Isole e Olena,4.4,53.84,2018
Geheimrat J Riesling Spätlese Trocken 2012,Germany,Rheingau,Weingüter Wegeler,4.1,24.9,2012
Gewürztraminer Alsace Grand Cru Hatschbourg 2017,France,Alsace Grand Cru,Wolfberger,4.0,18.42,2017
Héritage Chardonnay 2018,France,Pays d'Oc,Château Guilhem,3.7,6.58,2018
Albarino 2018,Spain,Rías Baixas,Atlantik,3.8,9.9,2018
Chardonnay 2018,Germany,Pfalz,Friedrich Becker,3.6,10.72,2018
Premium Tămâioasă Românească Sec 2018,Romania,Dealu Mare,Budureasca,3.6,10.5,2018
Camino del Pelegrino (Peregrino) Albariño 2018,Spain,Galicia,Pazo Señorans,3.5,14.13,2018
Sauvignon Blanc Rueda 2018,Spain,Rueda,Blume,3.4,5.99,2018
Chardonnay 2017,South Africa,Cape Point,Cape Point Vineyards,3.9,19.9,2017
Isliedh 2018,South Africa,Cape Point,Cape Point Vineyards,4.1,31.95,2018
Pinot Bianco Vial 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.7,11.6,2018
Ungstein Scheurebe 2017,Germany,Pfalz,Pfeffingen,3.8,12.95,2017
Mercurey Clos Rochette 2018,France,Mercurey,Faiveley,4.1,20.95,2018
Alleskönner Weiss 2018,Germany,Rheinhessen,Becker Landgraf,3.8,7.7,2018
Pratto Bianco (Pratto Benaco Bresciano) 2018,Italy,Benaco Bresciano,Cà dei Frati,4.1,14.52,2018
Chablis 2018,France,Chablis,Domaine des Héritières,3.6,15.06,2018
Klausen Sauvignon Blanc 2017,Austria,Steiermark,Neumeister,3.9,23.52,2017
Amarela 2018,Italy,Marche,Garofoli,3.3,5.9,2018
Chardonnay 2013,Slovenia,Goriška Brda,Edi Simčič,3.8,20.99,2013
Markus Pfaffmann Grauburgunder Trocken 2019,Germany,Pfalz,Karl Pfaffmann,3.9,6.6,2019
Chardonnay Prestige Cuvée 2018,South Africa,Robertson,Bon Courage,3.8,7.79,2018
Vignes Blanches Pouilly-Fuissé 2016,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,3.9,24.95,2016
Am Schwarzen Herrgott Riesling 2016,Germany,Rheinhessen,Battenfeld Spanier,4.2,41.58,2016
Oppenheim Riesling 2017,Germany,Rheinhessen,Kühling-Gillot,4.0,17.45,2017
L'U Umbria Bianco 2018,Italy,Umbria,Lungarotti,3.8,10.71,2018
Riesling 2018,Hungary,Tolna,Tűzkő,3.4,7.66,2018
Verdejo 2018,Spain,Rueda,Intruso,3.6,8.28,2018
Riesling Heiligenstein 2018,Austria,Kamptal,Weingut Bründlmayer,3.9,22.91,2018
Moscato 2018,Spain,Valencia,The Tapas Wine Collection,3.9,7.53,2018
Chardonnay 2018,South Africa,Stellenbosch,Vergelegen,3.6,13.99,2018
Sauvignon Blanc Trocken 2019,Germany,Pfalz,Knipser,4.0,9.85,2019
Wehlener Sonnenuhr Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,19.95,2015
Μαλαγουζιά (Malagouziá) 2017,Greece,Achaia,Tetramythos,3.5,9.9,2017
Müller Thurgau 2018,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.7,10.09,2018
Punggl Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,14.9,2018
Chablis 2018,France,Chablis,Chartron et Trébuchet,3.8,22.95,2018
Fabelhaft Riesling 2017,Germany,Mosel,Fio,3.4,10.35,2017
Ferentano Lazio 2016,Italy,Lazio,Falesco,3.9,26.18,2016
Taylors Pass Vineyard Chardonnay 2016,New Zealand,Marlborough,Villa Maria,3.8,22.1,2016
La Fontaine Aux Enfants Cru d'Alsace 2016,France,Alsace,Marc Kreydenweiss,3.7,22.0,2016
Mandelpfad Riesling GG 2017,Germany,Pfalz,Knipser,3.8,27.0,2017
Gewurztraminer 2016,France,Alsace,Jean-Rémy Haeffelin,3.6,10.71,2016
La Fontaine Aux Enfants Cru d'Alsace 2015,France,Alsace,Marc Kreydenweiss,3.8,22.0,2015
Blauschiefer Riesling Trocken 2018,Germany,Mosel,Kerpen,3.6,7.9,2018
Pago de los Balagueses Chardonnay 2017,Spain,Utiel-Requena,Vegalfaro,3.9,16.47,2017
Côtes du Rhône Blanc 2018,France,Côtes-du-Rhône,Domaine de la Solitude,4.0,8.5,2018
Circumstance Sauvignon Blanc 2018,South Africa,Stellenbosch,Waterkloof,3.8,15.5,2018
Mountain White 2015,South Africa,Stellenbosch,Thelema,3.6,10.9,2015
Gaisböhl G.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,4.2,54.0,2016
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.6,9.95,2017
Ried Steinriegl Sauvignon Blanc 2018,Austria,Südsteiermark,Wohlmuth,3.8,17.4,2018
Castel Firmian Chardonnay Trentino 2018,Italy,Trentino,Mezzacorona,3.3,6.9,2018
Moscatel Old Vines 2018,Spain,Sierras de Málaga,Botani,4.1,16.74,2018
Riesling Classic 2018,Germany,Rheingau,Prinz von Hessen,3.9,9.5,2018
Malterdingen Weisser Burgunder 2016,Germany,Baden,Bernhard Huber,3.9,27.6,2016
Loibenberg Riesling 2015,Austria,Wachau,Pichler-Krutzler,4.3,33.0,2015
Cuvée Vauban Pouilly-Vinzelles 2014,France,Pouilly-Vinzelles,Château de Vinzelles,3.8,17.54,2014
Altima Sauvignon Blanc 2018,South Africa,Overberg,Cape of Good Hope,4.3,13.99,2018
Danie de Wet Chardonnay Sur Lie 2019,South Africa,Robertson,De Wetshof,3.7,8.72,2019
Pinot Gris Alsace Grand Cru 'Kitterlé' 2010,France,Alsace Grand Cru,Domaines Schlumberger,3.9,35.58,2010
Danie de Wet Sauvignon Blanc 2019,South Africa,Robertson,De Wetshof,3.4,6.15,2019
Sulz Sauvignon Blanc 2015,Austria,Südsteiermark,Gross,4.0,27.9,2015
Sancerre Grande Cuvée Blanc 2017,France,Sancerre,Comte Lafond,4.2,38.9,2017
Chardonnay 2018,France,Côtes de Thongue,Domaine Montrose,3.7,8.39,2018
Molamatta Collio Bianco 2015,Italy,Collio,Marco Felluga,3.8,25.99,2015
Grauer Burgunder Trocken 2018,Germany,Rheinhessen,Wittmann,3.7,11.4,2018
Wachstum Bodenstein Grüner Veltliner 2016,Austria,Wachau,Prager,4.4,38.75,2016
Dürnstein Grüner Veltliner 2018,Austria,Wachau,Pichler-Krutzler,3.6,13.7,2018
Riesling 2016,France,Alsace,Albert Boxler,3.9,26.32,2016
Chardonnay 2017,Austria,Burgenland,Paul Achs,3.3,23.61,2017
Blanco 2018,Spain,Rioja Alta,Tarón,3.3,5.76,2018
Perlita Chardonnay 2018,Argentina,Uco Valley,DiamAndes,3.7,9.99,2018
Chardonnay 2018,Germany,Rheinhessen,Knewitz,3.6,8.9,2018
Schiste 2018,France,Vins des Allobroges,Domaine des Ardoisieres,4.3,44.85,2018
Muros Antigos Alvarinho 2019,Portugal,Monção e Melgaço,Anselmo Mendes,3.9,11.5,2019
The King's Bastard Chardonnay 2017,New Zealand,Marlborough,The Kings Series,4.1,16.95,2017
Hinter der Burg Grüner Veltliner 2019,Austria,Wachau,Prager,4.1,19.95,2019
Cap Maritime Chardonnay 2017,South Africa,Hemel-en-Aarde Valley,Boekenhoutskloof,4.1,50.56,2017
Westhofen Riesling Trocken 2018,Germany,Rheinhessen,K.Wechsler,3.8,12.87,2018
Königsbacher Ölberg Riesling 2018,Germany,Pfalz,Von Winning,4.2,19.45,2018
Terresinis 2018,Italy,Valle del Tirso,Vernaccia Oristano,3.9,7.35,2018
Riesling Alte Reben 2018,Germany,Mosel,Maximin Grünhaus,3.9,15.65,2018
Mosel Alte Reben Riesling 2018,Germany,Mosel,Markus Molitor,4.0,17.8,2018
Hydra Vernaccia di San Gimignano 2017,Italy,Vernaccia di San Gimignano,Il Palagione,3.7,11.2,2017
Grüner Veltliner 2017,Hungary,Tolna,Tűzkő,3.3,7.66,2017
Grauburgunder Trocken 2018,Germany,Pfalz,Knipser,3.9,13.8,2018
Karthäuser Riesling 2016,Germany,Nahe,Martin Tesch,3.6,13.9,2016
Saint-Véran 2016,France,Saint-Véran,Les Héritiers du Comte Lafon,4.0,36.33,2016
Serruria Chardonnay 2017,South Africa,Overberg,Cape of Good Hope,4.1,13.99,2017
Axpoint Grüner Veltliner 2017,Austria,Wachau,Gritsch Mauritiushof,3.7,13.54,2017
Orvieto Classico Bianco 2019,Italy,Orvieto,Ruffino,3.6,6.49,2019
Riesling 2018,Germany,Mosel,Weiser-Künstler,4.1,11.5,2018
Sauvignon Blanc 2020,South Africa,Robertson,Arabella,4.0,5.95,2020
Sirmian Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,17.45,2018
Chablis Premier Cru Fourchaume 2017,France,Chablis Premier Cru,Domaine William Fèvre,4.2,49.37,2017
The King's Favour Sauvignon Blanc 2018,New Zealand,Marlborough,The Kings Series,4.0,13.9,2018
Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.5,11.02,2018
Gavi 2017,Italy,Gavi,Fontanafredda,3.6,8.59,2017
Cellar Selection Bosstok Chenin Blanc 2018,South Africa,Paarl,Rhebokskloof,3.8,8.29,2018
Pettenthal Riesling GG 2016,Germany,Rheinhessen,Kühling-Gillot,4.0,46.0,2016
Côtes-Du-Rhône Guy Louis Blanc 2017,France,Côtes-du-Rhône,Tardieu-Laurent,3.7,19.8,2017
One Man Band White 2016,South Africa,Elgin,Iona,4.1,24.9,2016
Condrieu 2018,France,Condrieu,E. Guigal,3.9,45.0,2018
Faß 25 Ayler Riesling 2016,Germany,Mosel,Peter Lauer,3.9,15.5,2016
Pioneer Block 3 43 Degrees Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,4.0,18.95,2019
Pettenthal Riesling GG Trocken 2014,Germany,Rheinhessen,Weingut Gunderloch,3.9,26.81,2014
Two Princes Riesling 2018,Germany,Nahe,Prinz Salm,4.0,8.96,2018
Maximin Grünhäuser Abtsberg Riesling Spätlese 2018,Germany,Mosel,Maximin Grünhaus,4.2,18.43,2018
Aurelia Langhe Arneis 2018,Italy,Langhe,Rivetti Massimo,3.6,9.65,2018
Las Pizarras Chardonnay 2017,Chile,Aconcagua Costa,Errazuriz,4.0,75.76,2017
Mercurey Blanc 2017,France,Mercurey,Château de Chamirey,4.0,32.0,2017
Kalmuck White 2018,Austria,Wachau,Gritsch Mauritiushof,3.5,9.74,2018
Pouilly-Fuissé Clos Sur la Roche 2017,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,4.2,28.07,2017
Saint-Romain 2017,France,Saint-Romain,David Moret-Nomine,4.3,29.9,2017
Family Vineyards Chardonnay 2016,Brazil,Rio Grande do Sul,Miolo,3.2,9.9,2016
Cuvée Especial Verdejo 2016,Spain,Rueda,José Pariente,4.0,32.5,2016
Grüner Veltliner Federspiel Kaiserberg 2018,Austria,Wachau,Domäne Wachau,3.5,12.3,2018
Wachenheimer Altenburg P.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,3.9,28.0,2016
Nierstein Riesling Trocken 2017,Germany,Rheinhessen,Weingut Gunderloch,3.8,13.64,2017
Sancerre 'Les Caillottes' 2019,France,Sancerre,Dauny,3.8,15.7,2019
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Vincent Girardin,4.5,156.7,2016
Paradies Riesling 2017,Germany,Nahe,Korrell,3.9,22.89,2017
El Afrutado 2015,Spain,Lanzarote,El Grifo,3.7,9.65,2015
Toscana Bianco 2016,Italy,Toscana,Ornellaia,4.5,251.23,2016
Centenaire Côtes du Roussillon Blanc 2018,France,Côtes du Roussillon,Domaine Lafage,3.7,12.1,2018
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Domaine de Chevalier,4.2,107.95,2005
Riesling 2018,Germany,Rheinhessen,Dreissigacker,3.8,11.21,2018
Geheimrat J Riesling Spätlese Trocken 2011,Germany,Rheingau,Weingüter Wegeler,4.2,24.9,2011
Müller Thurgau 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.6,9.65,2018
From Black to White Il Bianco 2018,Italy,Veneto,Zýmē,3.9,15.04,2018
Escheburg 2014,Germany,Mosel,Immich-Batterieberg,3.8,15.5,2014
Von den Terrassen Riesling 2018,Germany,Mosel,Reinhard Knebel,4.0,14.35,2018
Corton-Charlemagne Grand Cru 1993,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.3,249.95,1993
Villa Grand Cap Blanc 2018,France,Vin de France,Lionel Osmin & Cie,3.4,7.3,2018
Chardonnay 2017,Argentina,Lujan de Cuyo,Sottano,3.5,9.7,2017
Blanc 2011,France,Côtes Catalanes,Domaine de l'Horizon,3.9,39.96,2011
Vom Buntsandstein Riesling Trocken 2016,Germany,Pfalz,Ökonomierat Rebholz,3.8,21.5,2016
Hullabaloo 2019,Germany,Pfalz,Schneider,4.1,16.9,2019
Silvaner VDP.Erste Lage Escherndorfer Lump 2016,Germany,Franken,Rainer Sauer,3.7,14.57,2016
La Soufrandière Climat Les Quarts Pouilly-Vinzelles 2017,France,Pouilly-Vinzelles,Bret Brothers & The Soufrandière,4.0,46.5,2017
Bandol Blanc 2019,France,Bandol,La Suffrene,3.5,17.5,2019
Killka Chardonnay 2017,Argentina,Uco Valley,Salentein,3.5,9.25,2017
Alea Riesling 2018,Australia,Clare Valley,Grosset,4.0,25.9,2018
Riesling Trocken 2018,Germany,Nahe,Emrich-Schönleber,3.9,9.9,2018
Scharzhofberger Riesling Auslese 2017,Germany,Wiltingen,Egon Müller - Scharzhof,4.5,450.0,2017
Lugana 2019,Italy,Lugana,Bulgarini,4.0,8.89,2019
'Rosso & Bianco' Chardonnay 2017,United States,California,Francis Ford Coppola,3.7,13.25,2017
Colle Sant'Antonio Soave Classico 2014,Italy,Soave Classico,Prà,4.1,26.7,2014
Masseria Surani Arthemis Fiano 2017,Italy,Puglia,Tommasi,4.0,8.9,2017
Pinot Grigio delle Venezie 2019,Italy,delle Venezie,Lenotti,4.0,5.95,2019
The Beautiful Lady Gewürztraminer 2018,South Africa,Stellenbosch,Nederburg,4.2,18.52,2018
Bandol Blanc 2018,France,Bandol,Château de Pibarnon,4.0,26.04,2018
Grande Réserve Muscadet de Sèvre et Maine Sur Lie 2018,France,Muscadet-Sevre et Maine,Dominique Salmon,3.6,9.99,2018
Chardonnay 2018,Chile,Central Valley,Carmen,3.6,6.5,2018
Parallèle 45 Côtes Du Rhône Blanc 2018,France,Côtes-du-Rhône,Paul Jaboulet Aîné,3.6,11.47,2018
Riesling K 2016,France,Alsace,Paul Kubler,3.5,13.55,2016
Kalk & Kreide Sauvignon Blanc 2019,Austria,Südsteiermark,Tement,4.0,13.71,2019
Nahesteiner Riesling Trocken 2017,Germany,Nahe,Diel,3.7,15.39,2017
Les Preuses Chablis Grand Cru 2017,France,Chablis Grand Cru,Domaine Nathalie et Gilles Fevre,4.3,65.0,2017
Chardonnay 2019,South Africa,Robertson,Arabella,3.7,5.95,2019
Meursault 2016,France,Meursault,Faiveley,4.2,46.5,2016
Chardonnay 2018,United States,California,Crane Lake,3.5,9.26,2018
Riesling Trocken Brauneberger Juffer Sonnenuhr GG 2018,Germany,Brauneberg,Fritz Haag,4.1,28.7,2018
Chenin Blanc (Steen op Hout) 2019,South Africa,Stellenbosch,Mulderbosch,3.3,10.49,2019
Puro Torrontes 2019,Argentina,Mendoza,Dieter Meier,3.8,10.89,2019
M Capriva Del Friuli 2015,Italy,Friuli-Venezia Giulia,Schiopetto,4.3,75.9,2015
Cellar Selection Chardonnay 2019,Chile,Central Valley,Santa Carolina,3.4,5.95,2019
Weissburgunder Trocken 2018,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.2,7.63,2018
Gavi di Gavi 2019,Italy,Gavi,Fontanafredda,3.8,12.25,2019
Sauvignon Blanc 2019,South Africa,Constantia,Klein Constantia,4.0,15.5,2019
Sauvignon Blanc 2017,New Zealand,Marlborough,Curious Kiwi,3.6,7.74,2017
Treaty Tree Reserve Sauvignon Blanc - Semillon 2017,South Africa,Western Cape,Flagstone,3.7,9.95,2017
Sauvignon 2019,Italy,Colli Orientali del Friuli,La Tunella,4.3,13.16,2019
Weisser Burgunder II 2015,Germany,Pfalz,Von Winning,3.8,15.95,2015
Bechtheimer Riesling 2016,Germany,Rheinhessen,Dreissigacker,3.6,18.94,2016
Zeltinger Sonnenuhr Riesling Spätlese 2016,Germany,Zeltingen,Joh. Jos. Prüm,4.3,26.32,2016
Chardonnay Piemonte Costebianche 2017,Italy,Piemonte,Coppo,3.4,18.75,2017
Gamlitzer Gelber Muskateller 2017,Austria,Südsteiermark,Gross,4.1,19.4,2017
Riesling No 1 Trocken 2018,Germany,Rheingau,Eser,3.7,7.79,2018
Faß 25 Ayler Riesling 2018,Germany,Mosel,Peter Lauer,4.1,13.35,2018
Kranachberg Sauvignon Blanc 2017,Austria,Südsteiermark,Sattlerhof,3.9,41.58,2017
Staforte Soave Classico 2017,Italy,Soave Classico,Prà,4.0,15.9,2017
Pinot Blanc Classic 2017,France,Alsace,Bestheim,3.4,7.99,2017
Fernão Pires 2016,Portugal,Península de Setúbal,Portinho do Covo,3.6,5.7,2016
JT Blanc Costières de Nîmes 2016,France,Costières-de-Nîmes,Château de Nages,4.0,18.03,2016
Santenay Premier Cru 'Gravières' Blanc 2015,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.3,73.63,2015
Höhenflug Chardonnay 2018,Germany,Pfalz,Hensel,4.3,16.77,2018
Sancerre Blanc 2018,France,Sancerre,Dominique et Janine Crochet,4.0,15.5,2018
Sauvignon Blanc 2017,Germany,Pfalz,Georg Mosbacher,3.8,12.5,2017
Nuovo Quadro Gavi 2019,Italy,Gavi,La Battistina,3.9,14.73,2019
Achenio Bolgheri Bianco 2015,Italy,Bolgheri,Campo Alla Sughera,3.8,15.4,2015
Musbrugger 2016,Germany,Baden,Ziereisen,4.3,18.42,2016
Gundian Albariño 2018,Spain,Rías Baixas,Adega Valdes,3.8,9.55,2018
Vita Bella Côtes de Provence 2016,France,Côtes de Provence,La Mascaronne,3.9,16.5,2016
Scheu... Aber Geil! 2018,Germany,Pfalz,Emil Bauer & Söhne,3.5,9.65,2018
Sauvignon Blanc 2019,Chile,Central Valley,TerraNoble,3.6,6.83,2019
Wehlener Sonnenuhr Riesling Kabinett 2015,Germany,Wehlen,Kerpen,3.7,9.5,2015
Isabelino Verdejo 2018,Spain,Rueda,Reina de Castilla,3.7,8.5,2018
Sémillon 2017,South Africa,Franschhoek,Boekenhoutskloof,3.9,25.5,2017
Weissburgunder 2018,Germany,Rheinhessen,Dreissigacker,3.9,10.9,2018
Turmhof Chardonnay 2017,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.4,13.5,2017
Contessa Entellina Chiarandà 2017,Italy,Contessa Entellina,Donnafugata,4.0,23.9,2017
Reserve Chardonnay 2018,Argentina,Tupungato,Domaine Bousquet,3.6,8.58,2018
Halenberg Riesling GG 2017,Germany,Nahe,Emrich-Schönleber,4.2,42.0,2017
Kerner 2016,Romania,Tarnave,Villa Vinea,3.8,9.9,2016
Chenin Blanc 2018,South Africa,Western Cape,Laborie,3.5,7.32,2018
Ried Renner Grüner Veltliner 2015,Austria,Kamptal,Hirsch,3.8,23.01,2015
Solosole Vermentino 2019,Italy,Bolgheri,Poggio Al Tesoro,4.1,14.9,2019
Viognier 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.6,8.78,2018
Cà da Bosio Gavi 2016,Italy,Gavi,Vite Colte,3.6,8.95,2016
The Wolftrap White Blend 2019,South Africa,Franschhoek,Boekenhoutskloof,3.5,6.3,2019
Darling Sauvignon Blanc 2018,South Africa,Darling,Fairview,3.6,12.96,2018
Deux Roches Tradition Mâcon-Villages 2017,France,Mâcon-Villages,Collovray & Terrier,3.9,10.97,2017
Chardonnay 2017,South Africa,Stellenbosch,Vergelegen,3.7,15.16,2017
Vom Lehm Gewürztraminer 2017,Italy,Südtirol - Alto Adige,Castelfeder,3.9,12.7,2017
Asia Cuvée 2019,Austria,Wien,Mayer am Pfarrplatz,4.1,11.99,2019
Weissburgunder Trocken 2018,Germany,Pfalz,Weingut Metzger,3.9,8.04,2018
Horizont Grüner Veltliner 2018,Austria,Weinviertel,Herbert Zillinger,3.7,11.67,2018
